Store,Date,Temperature
6,2013-04-12,63.11
6,2013-04-19,68.65
6,2013-04-26,60.91
6,2013-05-03,68.17
6,2013-05-10,66.6
6,2013-05-17,72.28
6,2013-05-24,78.46
6,2013-05-31,77.49
6,2013-06-07,79.63
6,2013-06-14,80.91
6,2013-06-21,83.53
6,2013-06-28,86.14
6,2013-07-05,82.98
6,2013-07-12,85.91
6,2013-07-19,79.11
6,2013-07-26,84.42
7,2010-02-05,10.53
7,2010-02-12,25.9
7,2010-02-19,27.28
7,2010-02-26,24.91
7,2010-03-05,35.86
7,2010-03-12,27.25
7,2010-03-19,29.04
7,2010-03-26,23.33
7,2010-04-02,38.26
7,2010-04-09,33.79
7,2010-04-16,41.89
7,2010-04-23,43.07
7,2010-04-30,38.99
7,2010-05-07,40.07
7,2010-05-14,41.41
7,2010-05-21,46.6
7,2010-05-28,54.24
7,2010-06-04,53.63
7,2010-06-11,63.59
7,2010-06-18,52.7
7,2010-06-25,59.94
7,2010-07-02,61.31
7,2010-07-09,58
7,2010-07-16,62.19
7,2010-07-23,64.64
7,2010-07-30,66.07
7,2010-08-06,61.7
7,2010-08-13,60.13
7,2010-08-20,59.59
7,2010-08-27,57.57
7,2010-09-03,49.84
7,2010-09-10,48.5
7,2010-09-17,48.56
7,2010-09-24,47.55
7,2010-10-01,49.99
7,2010-10-08,44.13
7,2010-10-15,35.86
7,2010-10-22,36.84
7,2010-10-29,34.78
7,2010-11-05,49.44
7,2010-11-12,22.12
7,2010-11-19,25.56
7,2010-11-26,17.95
7,2010-12-03,21.88
7,2010-12-10,24.24
7,2010-12-17,20.74
7,2010-12-24,26.04
7,2010-12-31,13.76
7,2011-01-07,10.09
7,2011-01-14,11.32
7,2011-01-21,25.4
7,2011-01-28,10.11
7,2011-02-04,-2.06
7,2011-02-11,10.24
7,2011-02-18,17.3
7,2011-02-25,17.46
7,2011-03-04,21.84
7,2011-03-11,20.7
7,2011-03-18,27.69
7,2011-03-25,25.69
7,2011-04-01,24.83
7,2011-04-08,30.64
7,2011-04-15,27.79
7,2011-04-22,31.84
7,2011-04-29,26.79
7,2011-05-06,26.54
7,2011-05-13,36.61
7,2011-05-20,36.16
7,2011-05-27,37.51
7,2011-06-03,45.77
7,2011-06-10,53.3
7,2011-06-17,48.79
7,2011-06-24,46.85
7,2011-07-01,58.54
7,2011-07-08,59.08
7,2011-07-15,54.37
7,2011-07-22,56.22
7,2011-07-29,56.66
7,2011-08-05,55.91
7,2011-08-12,54.56
7,2011-08-19,56.06
7,2011-08-26,57.6
7,2011-09-02,53.4
7,2011-09-09,45.61
7,2011-09-16,43.67
7,2011-09-23,43.67
7,2011-09-30,47.34
7,2011-10-07,40.65
7,2011-10-14,32.65
7,2011-10-21,37.49
7,2011-10-28,28.82
7,2011-11-04,23.41
7,2011-11-11,19.53
7,2011-11-18,29.53
7,2011-11-25,27.6
7,2011-12-02,20.38
7,2011-12-09,11.17
7,2011-12-16,15.2
7,2011-12-23,12.19
7,2011-12-30,15.56
7,2012-01-06,18.67
7,2012-01-13,7.46
7,2012-01-20,27.41
7,2012-01-27,26.9
7,2012-02-03,22.2
7,2012-02-10,18.79
7,2012-02-17,27.03
7,2012-02-24,24.41
7,2012-03-02,21.64
7,2012-03-09,30.1
7,2012-03-16,37.29
7,2012-03-23,35.06
7,2012-03-30,44.99
7,2012-04-06,44.29
7,2012-04-13,41.43
7,2012-04-20,39.3
7,2012-04-27,51.49
7,2012-05-04,45.38
7,2012-05-11,48.54
7,2012-05-18,49.41
7,2012-05-25,50.6
7,2012-06-01,55.06
7,2012-06-08,63.07
7,2012-06-15,59.33
7,2012-06-22,63.69
7,2012-06-29,68.84
7,2012-07-06,64.67
7,2012-07-13,64.21
7,2012-07-20,62.87
7,2012-07-27,64.6
7,2012-08-03,61.83
7,2012-08-10,63.41
7,2012-08-17,59.66
7,2012-08-24,59.27
7,2012-08-31,60.46
7,2012-09-07,57.84
7,2012-09-14,53.66
7,2012-09-21,51.77
7,2012-09-28,50.64
7,2012-10-05,48.43
7,2012-10-12,41.43
7,2012-10-19,43.01
7,2012-10-26,42.53
7,2012-11-02,37.2
7,2012-11-09,36.89
7,2012-11-16,23.91
7,2012-11-23,34.81
7,2012-11-30,28.1
7,2012-12-07,34.19
7,2012-12-14,20.93
7,2012-12-21,12.57
7,2012-12-28,2.32
7,2013-01-04,-6.08
7,2013-01-11,-6.61
7,2013-01-18,-7.29
7,2013-01-25,4
7,2013-02-01,25.67
7,2013-02-08,11.26
7,2013-02-15,13.73
7,2013-02-22,13.39
7,2013-03-01,11.94
7,2013-03-08,24.24
7,2013-03-15,30.09
7,2013-03-22,30.94
7,2013-03-29,26.56
7,2013-04-05,39.3
7,2013-04-12,34.79
7,2013-04-19,29.7
7,2013-04-26,35.7
7,2013-05-03,42.36
7,2013-05-10,44.11
7,2013-05-17,53.23
7,2013-05-24,50.09
7,2013-05-31,50.7
7,2013-06-07,50.92
7,2013-06-14,54.81
7,2013-06-21,52.16
7,2013-06-28,55.28
7,2013-07-05,53.86
7,2013-07-12,59.99
7,2013-07-19,55.22
7,2013-07-26,56.69
8,2010-02-05,34.14
8,2010-02-12,33.34
8,2010-02-19,39.1
8,2010-02-26,37.91
8,2010-03-05,45.64
8,2010-03-12,49.76
8,2010-03-19,47.26
8,2010-03-26,46.51
8,2010-04-02,60.18
8,2010-04-09,59.25
8,2010-04-16,62.66
8,2010-04-23,56.1
8,2010-04-30,61.01
8,2010-05-07,62.68
8,2010-05-14,61.35
8,2010-05-21,66.03
8,2010-05-28,74.71
8,2010-06-04,75.71
8,2010-06-11,82.21
8,2010-06-18,78.79
8,2010-06-25,81.78
8,2010-07-02,74.78
8,2010-07-09,72.49
8,2010-07-16,77.49
8,2010-07-23,78.29
8,2010-07-30,76.02
8,2010-08-06,80.37
8,2010-08-13,80.11
8,2010-08-20,79.36
8,2010-08-27,74.92
8,2010-09-03,76.14
8,2010-09-10,74.34
8,2010-09-17,75.32
8,2010-09-24,72.21
8,2010-10-01,68.7
8,2010-10-08,62.94
8,2010-10-15,62.59
8,2010-10-22,62.86
8,2010-10-29,57.93
8,2010-11-05,55.76
8,2010-11-12,54.89
8,2010-11-19,43.86
8,2010-11-26,51.07
8,2010-12-03,42.85
8,2010-12-10,42.47
8,2010-12-17,45.03
8,2010-12-24,45.67
8,2010-12-31,41.47
8,2011-01-07,35.77
8,2011-01-14,31.62
8,2011-01-21,42.06
8,2011-01-28,39.26
8,2011-02-04,24.48
8,2011-02-11,28.26
8,2011-02-18,50.64
8,2011-02-25,51.29
8,2011-03-04,53.18
8,2011-03-11,49.14
8,2011-03-18,56.68
8,2011-03-25,59.74
8,2011-04-01,49.86
8,2011-04-08,65.62
8,2011-04-15,63.55
8,2011-04-22,65.11
8,2011-04-29,62.29
8,2011-05-06,58.92
8,2011-05-13,72.96
8,2011-05-20,65.54
8,2011-05-27,73.14
8,2011-06-03,82.05
8,2011-06-10,82.21
8,2011-06-17,84.73
8,2011-06-24,83.94
8,2011-07-01,87.26
8,2011-07-08,83.57
8,2011-07-15,84.26
8,2011-07-22,85.46
8,2011-07-29,86.46
8,2011-08-05,85.15
8,2011-08-12,86.05
8,2011-08-19,82.92
8,2011-08-26,84.69
8,2011-09-02,84.77
8,2011-09-09,69.01
8,2011-09-16,69.09
8,2011-09-23,68.72
8,2011-09-30,72.2
8,2011-10-07,67.61
8,2011-10-14,61.74
8,2011-10-21,59.97
8,2011-10-28,56.86
8,2011-11-04,49.68
8,2011-11-11,50.56
8,2011-11-18,51.72
8,2011-11-25,49.61
8,2011-12-02,40.82
8,2011-12-09,30.51
8,2011-12-16,39.79
8,2011-12-23,38.16
8,2011-12-30,36.33
8,2012-01-06,43.47
8,2012-01-13,36.46
8,2012-01-20,46.81
8,2012-01-27,45.52
8,2012-02-03,45.56
8,2012-02-10,35.71
8,2012-02-17,37.51
8,2012-02-24,46.33
8,2012-03-02,50.95
8,2012-03-09,49.59
8,2012-03-16,56.63
8,2012-03-23,52.9
8,2012-03-30,66.69
8,2012-04-06,62.18
8,2012-04-13,65.19
8,2012-04-20,63.59
8,2012-04-27,70.34
8,2012-05-04,73.96
8,2012-05-11,64.96
8,2012-05-18,64.16
8,2012-05-25,76.11
8,2012-06-01,78.31
8,2012-06-08,74.28
8,2012-06-15,77.14
8,2012-06-22,78.85
8,2012-06-29,84.47
8,2012-07-06,81.24
8,2012-07-13,78.46
8,2012-07-20,79.94
8,2012-07-27,81.71
8,2012-08-03,85.06
8,2012-08-10,83.74
8,2012-08-17,81.21
8,2012-08-24,73.77
8,2012-08-31,75.33
8,2012-09-07,80.87
8,2012-09-14,67.21
8,2012-09-21,66.96
8,2012-09-28,71.1
8,2012-10-05,61.41
8,2012-10-12,55.03
8,2012-10-19,62.99
8,2012-10-26,64.74
8,2012-11-02,53.41
8,2012-11-09,58.95
8,2012-11-16,48.24
8,2012-11-23,53.59
8,2012-11-30,48.92
8,2012-12-07,53.13
8,2012-12-14,40.41
8,2012-12-21,43.31
8,2012-12-28,33.68
8,2013-01-04,29.75
8,2013-01-11,38.79
8,2013-01-18,31.83
8,2013-01-25,44.34
8,2013-02-01,46.81
8,2013-02-08,47.16
8,2013-02-15,40.34
8,2013-02-22,40.81
8,2013-03-01,37.3
8,2013-03-08,51.05
8,2013-03-15,51.54
8,2013-03-22,54.41
8,2013-03-29,48.41
8,2013-04-05,52.56
8,2013-04-12,57.36
8,2013-04-19,58.84
8,2013-04-26,56.04
8,2013-05-03,61.99
8,2013-05-10,60.86
8,2013-05-17,68.96
8,2013-05-24,75.19
8,2013-05-31,78.64
8,2013-06-07,75.82
8,2013-06-14,79.04
8,2013-06-21,77.28
8,2013-06-28,85.64
8,2013-07-05,76.18
8,2013-07-12,83.16
8,2013-07-19,72.86
8,2013-07-26,78.7
9,2010-02-05,38.01
9,2010-02-12,37.08
9,2010-02-19,43.06
9,2010-02-26,43.83
9,2010-03-05,48.43
9,2010-03-12,55.76
9,2010-03-19,53.15
9,2010-03-26,51.8
9,2010-04-02,65.21
9,2010-04-09,64.95
9,2010-04-16,66.09
9,2010-04-23,61.26
9,2010-04-30,66.07
9,2010-05-07,68.58
9,2010-05-14,70.53
9,2010-05-21,71.5
9,2010-05-28,77.12
9,2010-06-04,79.65
9,2010-06-11,83.75
9,2010-06-18,82.99
9,2010-06-25,85.02
9,2010-07-02,78.55
9,2010-07-09,78.51
9,2010-07-16,82.93
9,2010-07-23,84.49
9,2010-07-30,79.83
9,2010-08-06,87.09
9,2010-08-13,86.85
9,2010-08-20,86.3
9,2010-08-27,84.01
9,2010-09-03,82.47
9,2010-09-10,77.7
9,2010-09-17,81.19
9,2010-09-24,77.15
9,2010-10-01,69.08
9,2010-10-08,65.35
9,2010-10-15,67.36
9,2010-10-22,69.99
9,2010-10-29,64.43
9,2010-11-05,58.69
9,2010-11-12,61.59
9,2010-11-19,49.96
9,2010-11-26,60.18
9,2010-12-03,49.89
9,2010-12-10,46.1
9,2010-12-17,49.7
9,2010-12-24,50.93
9,2010-12-31,45.92
9,2011-01-07,41.82
9,2011-01-14,36.43
9,2011-01-21,44.72
9,2011-01-28,43.9
9,2011-02-04,31.82
9,2011-02-11,34.13
9,2011-02-18,58.5
9,2011-02-25,59.01
9,2011-03-04,60.67
9,2011-03-11,54.75
9,2011-03-18,63.82
9,2011-03-25,68.79
9,2011-04-01,56.12
9,2011-04-08,71.4
9,2011-04-15,71.9
9,2011-04-22,72.35
9,2011-04-29,70.85
9,2011-05-06,62.2
9,2011-05-13,77.66
9,2011-05-20,70.49
9,2011-05-27,80.42
9,2011-06-03,85.8
9,2011-06-10,85.81
9,2011-06-17,89.15
9,2011-06-24,86.74
9,2011-07-01,89.14
9,2011-07-08,89.04
9,2011-07-15,90.45
9,2011-07-22,89.08
9,2011-07-29,91.1
9,2011-08-05,91.52
9,2011-08-12,91.63
9,2011-08-19,85.8
9,2011-08-26,88.95
9,2011-09-02,89.33
9,2011-09-09,75.65
9,2011-09-16,77.95
9,2011-09-23,74.42
9,2011-09-30,78.45
9,2011-10-07,72.62
9,2011-10-14,67.27
9,2011-10-21,65.46
9,2011-10-28,63.96
9,2011-11-04,54.46
9,2011-11-11,58.28
9,2011-11-18,58.8
9,2011-11-25,54.32
9,2011-12-02,46.84
9,2011-12-09,37.65
9,2011-12-16,47.31
9,2011-12-23,44.43
9,2011-12-30,43.41
9,2012-01-06,47.54
9,2012-01-13,42.44
9,2012-01-20,51.56
9,2012-01-27,49.38
9,2012-02-03,54.43
9,2012-02-10,44.03
9,2012-02-17,43.81
9,2012-02-24,53.67
9,2012-03-02,57.2
9,2012-03-09,54.03
9,2012-03-16,59.94
9,2012-03-23,58.79
9,2012-03-30,67.87
9,2012-04-06,68.83
9,2012-04-13,69.19
9,2012-04-20,68.04
9,2012-04-27,73.07
9,2012-05-04,78.98
9,2012-05-11,70.94
9,2012-05-18,69.52
9,2012-05-25,79.69
9,2012-06-01,80.26
9,2012-06-08,78.91
9,2012-06-15,82.21
9,2012-06-22,81.05
9,2012-06-29,87.18
9,2012-07-06,84.15
9,2012-07-13,82.39
9,2012-07-20,83.39
9,2012-07-27,86.41
9,2012-08-03,90.23
9,2012-08-10,88.66
9,2012-08-17,86.37
9,2012-08-24,77.9
9,2012-08-31,80.71
9,2012-09-07,87.93
9,2012-09-14,73.55
9,2012-09-21,69.92
9,2012-09-28,76.8
9,2012-10-05,66.61
9,2012-10-12,60.09
9,2012-10-19,68.01
9,2012-10-26,69.52
9,2012-11-02,56.26
9,2012-11-09,63.9
9,2012-11-16,53.15
9,2012-11-23,59.74
9,2012-11-30,53.86
9,2012-12-07,61.19
9,2012-12-14,46.2
9,2012-12-21,53.23
9,2012-12-28,40.51
9,2013-01-04,34.65
9,2013-01-11,42.47
9,2013-01-18,36.34
9,2013-01-25,49.14
9,2013-02-01,52.1
9,2013-02-08,52.91
9,2013-02-15,46.86
9,2013-02-22,45.91
9,2013-03-01,43.73
9,2013-03-08,54.57
9,2013-03-15,56.06
9,2013-03-22,60
9,2013-03-29,52.04
9,2013-04-05,56.16
9,2013-04-12,63.1
9,2013-04-19,66.36
9,2013-04-26,59.94
9,2013-05-03,66.21
9,2013-05-10,65.33
9,2013-05-17,72.03
9,2013-05-24,80.06
9,2013-05-31,78.83
9,2013-06-07,78.83
9,2013-06-14,79.43
9,2013-06-21,79.37
9,2013-06-28,85.76
9,2013-07-05,80.11
9,2013-07-12,85.23
9,2013-07-19,75.26
9,2013-07-26,82.37
10,2010-02-05,54.34
10,2010-02-12,49.96
10,2010-02-19,58.22
10,2010-02-26,52.77
10,2010-03-05,55.92
10,2010-03-12,52.33
10,2010-03-19,61.46
10,2010-03-26,60.05
10,2010-04-02,63.66
10,2010-04-09,65.29
10,2010-04-16,69.74
10,2010-04-23,66.42
10,2010-04-30,69.76
10,2010-05-07,71.06
10,2010-05-14,73.88
10,2010-05-21,78.32
10,2010-05-28,76.67
10,2010-06-04,82.82
10,2010-06-11,89.67
10,2010-06-18,83.49
10,2010-06-25,90.32
10,2010-07-02,92.89
10,2010-07-09,91.03
10,2010-07-16,91.8
10,2010-07-23,88.44
10,2010-07-30,85.03
10,2010-08-06,86.13
10,2010-08-13,88.37
10,2010-08-20,89.88
10,2010-08-27,84.99
10,2010-09-03,83.8
10,2010-09-10,84.04
10,2010-09-17,85.52
10,2010-09-24,85.75
10,2010-10-01,86.01
10,2010-10-08,77.04
10,2010-10-15,75.48
10,2010-10-22,68.12
10,2010-10-29,68.76
10,2010-11-05,71.04
10,2010-11-12,61.24
10,2010-11-19,58.83
10,2010-11-26,55.33
10,2010-12-03,51.17
10,2010-12-10,60.51
10,2010-12-17,59.15
10,2010-12-24,57.06
10,2010-12-31,49.67
10,2011-01-07,43.43
10,2011-01-14,49.98
10,2011-01-21,56.75
10,2011-01-28,53.03
10,2011-02-04,44.88
10,2011-02-11,51.51
10,2011-02-18,61.77
10,2011-02-25,53.59
10,2011-03-04,56.96
10,2011-03-11,64.22
10,2011-03-18,70.12
10,2011-03-25,62.53
10,2011-04-01,67.64
10,2011-04-08,73.03
10,2011-04-15,61.05
10,2011-04-22,75.93
10,2011-04-29,73.38
10,2011-05-06,73.56
10,2011-05-13,74.04
10,2011-05-20,72.62
10,2011-05-27,78.62
10,2011-06-03,81.87
10,2011-06-10,84.57
10,2011-06-17,87.96
10,2011-06-24,90.69
10,2011-07-01,95.36
10,2011-07-08,88.57
10,2011-07-15,86.01
10,2011-07-22,88.59
10,2011-07-29,86.75
10,2011-08-05,89.8
10,2011-08-12,85.61
10,2011-08-19,87.4
10,2011-08-26,91.59
10,2011-09-02,91.61
10,2011-09-09,89.06
10,2011-09-16,77.49
10,2011-09-23,82.51
10,2011-09-30,82.27
10,2011-10-07,75.01
10,2011-10-14,70.27
10,2011-10-21,77.91
10,2011-10-28,72.79
10,2011-11-04,68.57
10,2011-11-11,55.28
10,2011-11-18,58.97
10,2011-11-25,60.68
10,2011-12-02,57.29
10,2011-12-09,42.58
10,2011-12-16,50.53
10,2011-12-23,48.36
10,2011-12-30,48.92
10,2012-01-06,59.85
10,2012-01-13,51
10,2012-01-20,54.51
10,2012-01-27,53.59
10,2012-02-03,56.85
10,2012-02-10,55.73
10,2012-02-17,54.12
10,2012-02-24,56.02
10,2012-03-02,57.62
10,2012-03-09,57.65
10,2012-03-16,62.11
10,2012-03-23,56.54
10,2012-03-30,67.92
10,2012-04-06,65.99
10,2012-04-13,70.28
10,2012-04-20,67.75
10,2012-04-27,80.11
10,2012-05-04,77.02
10,2012-05-11,76.03
10,2012-05-18,85.19
10,2012-05-25,86.03
10,2012-06-01,80.06
10,2012-06-08,86.87
10,2012-06-15,88.58
10,2012-06-22,89.92
10,2012-06-29,91.36
10,2012-07-06,86.87
10,2012-07-13,89.8
10,2012-07-20,84.45
10,2012-07-27,83.98
10,2012-08-03,84.76
10,2012-08-10,90.78
10,2012-08-17,88.83
10,2012-08-24,82.5
10,2012-08-31,86.97
10,2012-09-07,83.07
10,2012-09-14,78.47
10,2012-09-21,81.93
10,2012-09-28,82.52
10,2012-10-05,80.88
10,2012-10-12,76.03
10,2012-10-19,72.71
10,2012-10-26,70.5
10,2012-11-02,70.79
10,2012-11-09,70.28
10,2012-11-16,58.82
10,2012-11-23,63.95
10,2012-11-30,64.13
10,2012-12-07,61.21
10,2012-12-14,53.86
10,2012-12-21,49.79
10,2012-12-28,50.09
10,2013-01-04,45.01
10,2013-01-11,49.38
10,2013-01-18,40.67
10,2013-01-25,59.76
10,2013-02-01,51.86
10,2013-02-08,57.25
10,2013-02-15,45.8
10,2013-02-22,52.39
10,2013-03-01,48.17
10,2013-03-08,64.17
10,2013-03-15,62.1
10,2013-03-22,70.18
10,2013-03-29,68.22
10,2013-04-05,70.74
10,2013-04-12,66.61
10,2013-04-19,68.63
10,2013-04-26,74.61
10,2013-05-03,78.41
10,2013-05-10,74.59
10,2013-05-17,82.47
10,2013-05-24,81.57
10,2013-05-31,82.62
10,2013-06-07,89.22
10,2013-06-14,91.98
10,2013-06-21,90.67
10,2013-06-28,90.28
10,2013-07-05,93.54
10,2013-07-12,87.18
10,2013-07-19,87.09
10,2013-07-26,83.32
11,2010-02-05,46.04
11,2010-02-12,48.01
11,2010-02-19,48.3
11,2010-02-26,52.79
11,2010-03-05,53.96
11,2010-03-12,64.1
11,2010-03-19,61.51
11,2010-03-26,58.09
11,2010-04-02,66.16
11,2010-04-09,69.57
11,2010-04-16,67.81
11,2010-04-23,68.37
11,2010-04-30,71.13
11,2010-05-07,75.57
11,2010-05-14,77.64
11,2010-05-21,76.97
11,2010-05-28,79.69
11,2010-06-04,79.66
11,2010-06-11,82.81
11,2010-06-18,84.13
11,2010-06-25,84.5
11,2010-07-02,83.09
11,2010-07-09,83.01
11,2010-07-16,84.9
11,2010-07-23,84.57
11,2010-07-30,83.26
11,2010-08-06,86.54
11,2010-08-13,87.73
11,2010-08-20,88.93
11,2010-08-27,87.7
11,2010-09-03,84.94
11,2010-09-10,81.93
11,2010-09-17,83.04
11,2010-09-24,77.36
11,2010-10-01,75.11
11,2010-10-08,68.71
11,2010-10-15,71.46
11,2010-10-22,72.6
11,2010-10-29,74.21
11,2010-11-05,64.41
11,2010-11-12,63.74
11,2010-11-19,58.63
11,2010-11-26,69.9
11,2010-12-03,55.9
11,2010-12-10,53.33
11,2010-12-17,54.63
11,2010-12-24,59.33
11,2010-12-31,55.03
11,2011-01-07,54.43
11,2011-01-14,45.34
11,2011-01-21,51.51
11,2011-01-28,51.04
11,2011-02-04,47.17
11,2011-02-11,44.61
11,2011-02-18,61.5
11,2011-02-25,68.74
11,2011-03-04,66.5
11,2011-03-11,63.29
11,2011-03-18,70.17
11,2011-03-25,73.74
11,2011-04-01,69.1
11,2011-04-08,73.57
11,2011-04-15,76.64
11,2011-04-22,78.31
11,2011-04-29,79.97
11,2011-05-06,71.39
11,2011-05-13,80.93
11,2011-05-20,76.97
11,2011-05-27,85.61
11,2011-06-03,86.14
11,2011-06-10,85.79
11,2011-06-17,87.9
11,2011-06-24,86.13
11,2011-07-01,86.43
11,2011-07-08,87.17
11,2011-07-15,88.3
11,2011-07-22,87.8
11,2011-07-29,89.46
11,2011-08-05,90.04
11,2011-08-12,90.3
11,2011-08-19,89.51
11,2011-08-26,89.09
11,2011-09-02,91.44
11,2011-09-09,84.91
11,2011-09-16,85.11
11,2011-09-23,82.14
11,2011-09-30,84.4
11,2011-10-07,76.97
11,2011-10-14,75.56
11,2011-10-21,70.91
11,2011-10-28,72.66
11,2011-11-04,61.13
11,2011-11-11,64.2
11,2011-11-18,66.17
11,2011-11-25,70.03
11,2011-12-02,56.89
11,2011-12-09,50.63
11,2011-12-16,59.69
11,2011-12-23,54.29
11,2011-12-30,48.86
11,2012-01-06,54.44
11,2012-01-13,53.1
11,2012-01-20,56.43
11,2012-01-27,58.36
11,2012-02-03,60.24
11,2012-02-10,52.23
11,2012-02-17,52.77
11,2012-02-24,61.11
11,2012-03-02,62.61
11,2012-03-09,61.44
11,2012-03-16,64.21
11,2012-03-23,67.16
11,2012-03-30,70.23
11,2012-04-06,74.19
11,2012-04-13,72.74
11,2012-04-20,71.97
11,2012-04-27,73.4
11,2012-05-04,79.07
11,2012-05-11,75.13
11,2012-05-18,72.53
11,2012-05-25,78.44
11,2012-06-01,81.67
11,2012-06-08,82.1
11,2012-06-15,84.97
11,2012-06-22,83.26
11,2012-06-29,87.86
11,2012-07-06,83.44
11,2012-07-13,82.46
11,2012-07-20,82.41
11,2012-07-27,85.43
11,2012-08-03,86.94
11,2012-08-10,86.21
11,2012-08-17,87.73
11,2012-08-24,83.17
11,2012-08-31,86.49
11,2012-09-07,85.17
11,2012-09-14,79.61
11,2012-09-21,73.64
11,2012-09-28,77.67
11,2012-10-05,73.37
11,2012-10-12,69.94
11,2012-10-19,73.77
11,2012-10-26,74.26
11,2012-11-02,62.23
11,2012-11-09,68.71
11,2012-11-16,60.8
11,2012-11-23,61.69
11,2012-11-30,58.36
11,2012-12-07,66.39
11,2012-12-14,55.46
11,2012-12-21,59.94
11,2012-12-28,52.26
11,2013-01-04,46.5
11,2013-01-11,50.33
11,2013-01-18,49.67
11,2013-01-25,58.53
11,2013-02-01,62.76
11,2013-02-08,63.06
11,2013-02-15,57.91
11,2013-02-22,60.17
11,2013-03-01,54.59
11,2013-03-08,58
11,2013-03-15,61.93
11,2013-03-22,69.6
11,2013-03-29,59.94
11,2013-04-05,65.49
11,2013-04-12,66.76
11,2013-04-19,70.87
11,2013-04-26,64.49
11,2013-05-03,69.56
11,2013-05-10,68.51
11,2013-05-17,75.27
11,2013-05-24,80.16
11,2013-05-31,78.14
11,2013-06-07,79
11,2013-06-14,78.19
11,2013-06-21,82.04
11,2013-06-28,83.97
11,2013-07-05,82.39
11,2013-07-12,85.43
11,2013-07-19,82.06
11,2013-07-26,85.64
12,2010-02-05,49.47
12,2010-02-12,47.87
12,2010-02-19,54.83
12,2010-02-26,50.23
12,2010-03-05,53.77
12,2010-03-12,50.11
12,2010-03-19,59.57
12,2010-03-26,60.06
12,2010-04-02,59.84
12,2010-04-09,59.25
12,2010-04-16,64.95
12,2010-04-23,64.55
12,2010-04-30,67.38
12,2010-05-07,70.15
12,2010-05-14,68.44
12,2010-05-21,76.2
12,2010-05-28,67.84
12,2010-06-04,81.39
12,2010-06-11,90.84
12,2010-06-18,81.06
12,2010-06-25,87.27
12,2010-07-02,91.98
12,2010-07-09,90.37
12,2010-07-16,97.18
12,2010-07-23,99.22
12,2010-07-30,96.31
12,2010-08-06,92.95
12,2010-08-13,87.01
12,2010-08-20,92.81
12,2010-08-27,93.19
12,2010-09-03,83.12
12,2010-09-10,83.63
12,2010-09-17,82.45
12,2010-09-24,81.77
12,2010-10-01,85.2
12,2010-10-08,71.82
12,2010-10-15,75
12,2010-10-22,68.85
12,2010-10-29,61.09
12,2010-11-05,65.49
12,2010-11-12,57.79
12,2010-11-19,58.18
12,2010-11-26,47.66
12,2010-12-03,43.33
12,2010-12-10,50.01
12,2010-12-17,52.77
12,2010-12-24,52.02
12,2010-12-31,45.64
12,2011-01-07,37.64
12,2011-01-14,43.15
12,2011-01-21,53.53
12,2011-01-28,50.74
12,2011-02-04,45.14
12,2011-02-11,51.3
12,2011-02-18,53.35
12,2011-02-25,48.45
12,2011-03-04,51.72
12,2011-03-11,57.75
12,2011-03-18,64.21
12,2011-03-25,54.4
12,2011-04-01,63.63
12,2011-04-08,64.47
12,2011-04-15,57.63
12,2011-04-22,72.12
12,2011-04-29,68.27
12,2011-05-06,68.4
12,2011-05-13,70.93
12,2011-05-20,66.59
12,2011-05-27,76.67
12,2011-06-03,71.81
12,2011-06-10,78.72
12,2011-06-17,86.84
12,2011-06-24,88.95
12,2011-07-01,89.85
12,2011-07-08,89.9
12,2011-07-15,88.1
12,2011-07-22,91.17
12,2011-07-29,93.29
12,2011-08-05,90.61
12,2011-08-12,91.04
12,2011-08-19,91.74
12,2011-08-26,94.61
12,2011-09-02,93.66
12,2011-09-09,88
12,2011-09-16,76.36
12,2011-09-23,82.95
12,2011-09-30,83.26
12,2011-10-07,70.44
12,2011-10-14,67.31
12,2011-10-21,73.05
12,2011-10-28,67.41
12,2011-11-04,59.77
12,2011-11-11,48.76
12,2011-11-18,54.2
12,2011-11-25,53.25
12,2011-12-02,52.5
12,2011-12-09,42.17
12,2011-12-16,43.29
12,2011-12-23,45.4
12,2011-12-30,44.64
12,2012-01-06,50.43
12,2012-01-13,48.07
12,2012-01-20,46.2
12,2012-01-27,50.43
12,2012-02-03,50.58
12,2012-02-10,52.27
12,2012-02-17,51.8
12,2012-02-24,53.13
12,2012-03-02,52.27
12,2012-03-09,54.54
12,2012-03-16,64.44
12,2012-03-23,56.26
12,2012-03-30,64.36
12,2012-04-06,64.05
12,2012-04-13,64.28
12,2012-04-20,66.73
12,2012-04-27,77.99
12,2012-05-04,76.03
12,2012-05-11,77.27
12,2012-05-18,84.51
12,2012-05-25,83.84
12,2012-06-01,78.11
12,2012-06-08,84.83
12,2012-06-15,85.94
12,2012-06-22,91.61
12,2012-06-29,90.47
12,2012-07-06,89.13
12,2012-07-13,95.61
12,2012-07-20,85.53
12,2012-07-27,93.47
12,2012-08-03,88.16
12,2012-08-10,95.91
12,2012-08-17,94.87
12,2012-08-24,85.32
12,2012-08-31,89.78
12,2012-09-07,88.52
12,2012-09-14,83.64
12,2012-09-21,82.97
12,2012-09-28,81.22
12,2012-10-05,81.61
12,2012-10-12,71.74
12,2012-10-19,68.66
12,2012-10-26,65.95
12,2012-11-02,63.22
12,2012-11-09,65.31
12,2012-11-16,49.39
12,2012-11-23,58.07
12,2012-11-30,57.03
12,2012-12-07,57.83
12,2012-12-14,49.74
12,2012-12-21,42.83
