Store,Date,Fuel_Price
6,2013-03-29,3.606
6,2013-04-05,3.583
6,2013-04-12,3.529
6,2013-04-19,3.451
6,2013-04-26,3.417
6,2013-05-03,3.386
6,2013-05-10,3.392
6,2013-05-17,3.454
6,2013-05-24,3.494
6,2013-05-31,3.466
6,2013-06-07,3.439
6,2013-06-14,3.431
6,2013-06-21,3.479
6,2013-06-28,3.495
6,2013-07-05,3.422
6,2013-07-12,3.4
6,2013-07-19,3.556
6,2013-07-26,3.62
7,2010-02-05,2.58
7,2010-02-12,2.572
7,2010-02-19,2.55
7,2010-02-26,2.586
7,2010-03-05,2.62
7,2010-03-12,2.684
7,2010-03-19,2.692
7,2010-03-26,2.717
7,2010-04-02,2.725
7,2010-04-09,2.75
7,2010-04-16,2.765
7,2010-04-23,2.776
7,2010-04-30,2.766
7,2010-05-07,2.771
7,2010-05-14,2.788
7,2010-05-21,2.776
7,2010-05-28,2.737
7,2010-06-04,2.7
7,2010-06-11,2.684
7,2010-06-18,2.674
7,2010-06-25,2.715
7,2010-07-02,2.728
7,2010-07-09,2.711
7,2010-07-16,2.699
7,2010-07-23,2.691
7,2010-07-30,2.69
7,2010-08-06,2.69
7,2010-08-13,2.723
7,2010-08-20,2.732
7,2010-08-27,2.731
7,2010-09-03,2.773
7,2010-09-10,2.78
7,2010-09-17,2.8
7,2010-09-24,2.793
7,2010-10-01,2.759
7,2010-10-08,2.745
7,2010-10-15,2.762
7,2010-10-22,2.762
7,2010-10-29,2.748
7,2010-11-05,2.729
7,2010-11-12,2.737
7,2010-11-19,2.758
7,2010-11-26,2.742
7,2010-12-03,2.712
7,2010-12-10,2.728
7,2010-12-17,2.778
7,2010-12-24,2.781
7,2010-12-31,2.829
7,2011-01-07,2.882
7,2011-01-14,2.911
7,2011-01-21,2.973
7,2011-01-28,3.008
7,2011-02-04,3.011
7,2011-02-11,3.037
7,2011-02-18,3.051
7,2011-02-25,3.101
7,2011-03-04,3.232
7,2011-03-11,3.372
7,2011-03-18,3.406
7,2011-03-25,3.414
7,2011-04-01,3.461
7,2011-04-08,3.532
7,2011-04-15,3.611
7,2011-04-22,3.636
7,2011-04-29,3.663
7,2011-05-06,3.735
7,2011-05-13,3.767
7,2011-05-20,3.828
7,2011-05-27,3.795
7,2011-06-03,3.763
7,2011-06-10,3.735
7,2011-06-17,3.697
7,2011-06-24,3.661
7,2011-07-01,3.597
7,2011-07-08,3.54
7,2011-07-15,3.532
7,2011-07-22,3.545
7,2011-07-29,3.547
7,2011-08-05,3.554
7,2011-08-12,3.542
7,2011-08-19,3.499
7,2011-08-26,3.485
7,2011-09-02,3.511
7,2011-09-09,3.566
7,2011-09-16,3.596
7,2011-09-23,3.581
7,2011-09-30,3.538
7,2011-10-07,3.498
7,2011-10-14,3.491
7,2011-10-21,3.548
7,2011-10-28,3.55
7,2011-11-04,3.527
7,2011-11-11,3.505
7,2011-11-18,3.479
7,2011-11-25,3.424
7,2011-12-02,3.378
7,2011-12-09,3.331
7,2011-12-16,3.266
7,2011-12-23,3.173
7,2011-12-30,3.119
7,2012-01-06,3.095
7,2012-01-13,3.077
7,2012-01-20,3.055
7,2012-01-27,3.038
7,2012-02-03,3.031
7,2012-02-10,3.103
7,2012-02-17,3.113
7,2012-02-24,3.129
7,2012-03-02,3.191
7,2012-03-09,3.286
7,2012-03-16,3.486
7,2012-03-23,3.664
7,2012-03-30,3.75
7,2012-04-06,3.854
7,2012-04-13,3.901
7,2012-04-20,3.936
7,2012-04-27,3.927
7,2012-05-04,3.903
7,2012-05-11,3.87
7,2012-05-18,3.837
7,2012-05-25,3.804
7,2012-06-01,3.764
7,2012-06-08,3.741
7,2012-06-15,3.723
7,2012-06-22,3.735
7,2012-06-29,3.693
7,2012-07-06,3.646
7,2012-07-13,3.613
7,2012-07-20,3.585
7,2012-07-27,3.57
7,2012-08-03,3.528
7,2012-08-10,3.509
7,2012-08-17,3.545
7,2012-08-24,3.558
7,2012-08-31,3.556
7,2012-09-07,3.596
7,2012-09-14,3.659
7,2012-09-21,3.765
7,2012-09-28,3.789
7,2012-10-05,3.779
7,2012-10-12,3.76
7,2012-10-19,3.75
7,2012-10-26,3.686
7,2012-11-02,3.604
7,2012-11-09,3.545
7,2012-11-16,3.479
7,2012-11-23,3.45
7,2012-11-30,3.436
7,2012-12-07,3.373
7,2012-12-14,3.303
7,2012-12-21,3.218
7,2012-12-28,3.108
7,2013-01-04,3.034
7,2013-01-11,2.957
7,2013-01-18,2.889
7,2013-01-25,2.872
7,2013-02-01,2.998
7,2013-02-08,3.214
7,2013-02-15,3.391
7,2013-02-22,3.563
7,2013-03-01,3.638
7,2013-03-08,3.624
7,2013-03-15,3.607
7,2013-03-22,3.609
7,2013-03-29,3.605
7,2013-04-05,3.633
7,2013-04-12,3.642
7,2013-04-19,3.603
7,2013-04-26,3.568
7,2013-05-03,3.573
7,2013-05-10,3.609
7,2013-05-17,3.703
7,2013-05-24,3.884
7,2013-05-31,3.87
7,2013-06-07,3.825
7,2013-06-14,3.797
7,2013-06-21,3.736
7,2013-06-28,3.691
7,2013-07-05,3.637
7,2013-07-12,3.583
7,2013-07-19,3.585
7,2013-07-26,3.582
8,2010-02-05,2.572
8,2010-02-12,2.548
8,2010-02-19,2.514
8,2010-02-26,2.561
8,2010-03-05,2.625
8,2010-03-12,2.667
8,2010-03-19,2.72
8,2010-03-26,2.732
8,2010-04-02,2.719
8,2010-04-09,2.77
8,2010-04-16,2.808
8,2010-04-23,2.795
8,2010-04-30,2.78
8,2010-05-07,2.835
8,2010-05-14,2.854
8,2010-05-21,2.826
8,2010-05-28,2.759
8,2010-06-04,2.705
8,2010-06-11,2.668
8,2010-06-18,2.637
8,2010-06-25,2.653
8,2010-07-02,2.669
8,2010-07-09,2.642
8,2010-07-16,2.623
8,2010-07-23,2.608
8,2010-07-30,2.64
8,2010-08-06,2.627
8,2010-08-13,2.692
8,2010-08-20,2.664
8,2010-08-27,2.619
8,2010-09-03,2.577
8,2010-09-10,2.565
8,2010-09-17,2.582
8,2010-09-24,2.624
8,2010-10-01,2.603
8,2010-10-08,2.633
8,2010-10-15,2.72
8,2010-10-22,2.725
8,2010-10-29,2.716
8,2010-11-05,2.689
8,2010-11-12,2.728
8,2010-11-19,2.771
8,2010-11-26,2.735
8,2010-12-03,2.708
8,2010-12-10,2.843
8,2010-12-17,2.869
8,2010-12-24,2.886
8,2010-12-31,2.943
8,2011-01-07,2.976
8,2011-01-14,2.983
8,2011-01-21,3.016
8,2011-01-28,3.01
8,2011-02-04,2.989
8,2011-02-11,3.022
8,2011-02-18,3.045
8,2011-02-25,3.065
8,2011-03-04,3.288
8,2011-03-11,3.459
8,2011-03-18,3.488
8,2011-03-25,3.473
8,2011-04-01,3.524
8,2011-04-08,3.622
8,2011-04-15,3.743
8,2011-04-22,3.807
8,2011-04-29,3.81
8,2011-05-06,3.906
8,2011-05-13,3.899
8,2011-05-20,3.907
8,2011-05-27,3.786
8,2011-06-03,3.699
8,2011-06-10,3.648
8,2011-06-17,3.637
8,2011-06-24,3.594
8,2011-07-01,3.524
8,2011-07-08,3.48
8,2011-07-15,3.575
8,2011-07-22,3.651
8,2011-07-29,3.682
8,2011-08-05,3.684
8,2011-08-12,3.638
8,2011-08-19,3.554
8,2011-08-26,3.523
8,2011-09-02,3.533
8,2011-09-09,3.546
8,2011-09-16,3.526
8,2011-09-23,3.467
8,2011-09-30,3.355
8,2011-10-07,3.285
8,2011-10-14,3.274
8,2011-10-21,3.353
8,2011-10-28,3.372
8,2011-11-04,3.332
8,2011-11-11,3.297
8,2011-11-18,3.308
8,2011-11-25,3.236
8,2011-12-02,3.172
8,2011-12-09,3.158
8,2011-12-16,3.159
8,2011-12-23,3.112
8,2011-12-30,3.129
8,2012-01-06,3.157
8,2012-01-13,3.261
8,2012-01-20,3.268
8,2012-01-27,3.29
8,2012-02-03,3.36
8,2012-02-10,3.409
8,2012-02-17,3.51
8,2012-02-24,3.555
8,2012-03-02,3.63
8,2012-03-09,3.669
8,2012-03-16,3.734
8,2012-03-23,3.787
8,2012-03-30,3.845
8,2012-04-06,3.891
8,2012-04-13,3.891
8,2012-04-20,3.877
8,2012-04-27,3.814
8,2012-05-04,3.749
8,2012-05-11,3.688
8,2012-05-18,3.63
8,2012-05-25,3.561
8,2012-06-01,3.501
8,2012-06-08,3.452
8,2012-06-15,3.393
8,2012-06-22,3.346
8,2012-06-29,3.286
8,2012-07-06,3.227
8,2012-07-13,3.256
8,2012-07-20,3.311
8,2012-07-27,3.407
8,2012-08-03,3.417
8,2012-08-10,3.494
8,2012-08-17,3.571
8,2012-08-24,3.62
8,2012-08-31,3.638
8,2012-09-07,3.73
8,2012-09-14,3.717
8,2012-09-21,3.721
8,2012-09-28,3.666
8,2012-10-05,3.617
8,2012-10-12,3.601
8,2012-10-19,3.594
8,2012-10-26,3.506
8,2012-11-02,3.386
8,2012-11-09,3.314
8,2012-11-16,3.252
8,2012-11-23,3.211
8,2012-11-30,3.207
8,2012-12-07,3.198
8,2012-12-14,3.168
8,2012-12-21,3.098
8,2012-12-28,3.108
8,2013-01-04,3.161
8,2013-01-11,3.243
8,2013-01-18,3.237
8,2013-01-25,3.227
8,2013-02-01,3.244
8,2013-02-08,3.417
8,2013-02-15,3.475
8,2013-02-22,3.597
8,2013-03-01,3.711
8,2013-03-08,3.658
8,2013-03-15,3.622
8,2013-03-22,3.611
8,2013-03-29,3.606
8,2013-04-05,3.583
8,2013-04-12,3.529
8,2013-04-19,3.451
8,2013-04-26,3.417
8,2013-05-03,3.386
8,2013-05-10,3.392
8,2013-05-17,3.454
8,2013-05-24,3.494
8,2013-05-31,3.466
8,2013-06-07,3.439
8,2013-06-14,3.431
8,2013-06-21,3.479
8,2013-06-28,3.495
8,2013-07-05,3.422
8,2013-07-12,3.4
8,2013-07-19,3.556
8,2013-07-26,3.62
9,2010-02-05,2.572
9,2010-02-12,2.548
9,2010-02-19,2.514
9,2010-02-26,2.561
9,2010-03-05,2.625
9,2010-03-12,2.667
9,2010-03-19,2.72
9,2010-03-26,2.732
9,2010-04-02,2.719
9,2010-04-09,2.77
9,2010-04-16,2.808
9,2010-04-23,2.795
9,2010-04-30,2.78
9,2010-05-07,2.835
9,2010-05-14,2.854
9,2010-05-21,2.826
9,2010-05-28,2.759
9,2010-06-04,2.705
9,2010-06-11,2.668
9,2010-06-18,2.637
9,2010-06-25,2.653
9,2010-07-02,2.669
9,2010-07-09,2.642
9,2010-07-16,2.623
9,2010-07-23,2.608
9,2010-07-30,2.64
9,2010-08-06,2.627
9,2010-08-13,2.692
9,2010-08-20,2.664
9,2010-08-27,2.619
9,2010-09-03,2.577
9,2010-09-10,2.565
9,2010-09-17,2.582
9,2010-09-24,2.624
9,2010-10-01,2.603
9,2010-10-08,2.633
9,2010-10-15,2.72
9,2010-10-22,2.725
9,2010-10-29,2.716
9,2010-11-05,2.689
9,2010-11-12,2.728
9,2010-11-19,2.771
9,2010-11-26,2.735
9,2010-12-03,2.708
9,2010-12-10,2.843
9,2010-12-17,2.869
9,2010-12-24,2.886
9,2010-12-31,2.943
9,2011-01-07,2.976
9,2011-01-14,2.983
9,2011-01-21,3.016
9,2011-01-28,3.01
9,2011-02-04,2.989
9,2011-02-11,3.022
9,2011-02-18,3.045
9,2011-02-25,3.065
9,2011-03-04,3.288
9,2011-03-11,3.459
9,2011-03-18,3.488
9,2011-03-25,3.473
9,2011-04-01,3.524
9,2011-04-08,3.622
9,2011-04-15,3.743
9,2011-04-22,3.807
9,2011-04-29,3.81
9,2011-05-06,3.906
9,2011-05-13,3.899
9,2011-05-20,3.907
9,2011-05-27,3.786
9,2011-06-03,3.699
9,2011-06-10,3.648
9,2011-06-17,3.637
9,2011-06-24,3.594
9,2011-07-01,3.524
9,2011-07-08,3.48
9,2011-07-15,3.575
9,2011-07-22,3.651
9,2011-07-29,3.682
9,2011-08-05,3.684
9,2011-08-12,3.638
9,2011-08-19,3.554
9,2011-08-26,3.523
9,2011-09-02,3.533
9,2011-09-09,3.546
9,2011-09-16,3.526
9,2011-09-23,3.467
9,2011-09-30,3.355
9,2011-10-07,3.285
9,2011-10-14,3.274
9,2011-10-21,3.353
9,2011-10-28,3.372
9,2011-11-04,3.332
9,2011-11-11,3.297
9,2011-11-18,3.308
9,2011-11-25,3.236
9,2011-12-02,3.172
9,2011-12-09,3.158
9,2011-12-16,3.159
9,2011-12-23,3.112
9,2011-12-30,3.129
9,2012-01-06,3.157
9,2012-01-13,3.261
9,2012-01-20,3.268
9,2012-01-27,3.29
9,2012-02-03,3.36
9,2012-02-10,3.409
9,2012-02-17,3.51
9,2012-02-24,3.555
9,2012-03-02,3.63
9,2012-03-09,3.669
9,2012-03-16,3.734
9,2012-03-23,3.787
9,2012-03-30,3.845
9,2012-04-06,3.891
9,2012-04-13,3.891
9,2012-04-20,3.877
9,2012-04-27,3.814
9,2012-05-04,3.749
9,2012-05-11,3.688
9,2012-05-18,3.63
9,2012-05-25,3.561
9,2012-06-01,3.501
9,2012-06-08,3.452
9,2012-06-15,3.393
9,2012-06-22,3.346
9,2012-06-29,3.286
9,2012-07-06,3.227
9,2012-07-13,3.256
9,2012-07-20,3.311
9,2012-07-27,3.407
9,2012-08-03,3.417
9,2012-08-10,3.494
9,2012-08-17,3.571
9,2012-08-24,3.62
9,2012-08-31,3.638
9,2012-09-07,3.73
9,2012-09-14,3.717
9,2012-09-21,3.721
9,2012-09-28,3.666
9,2012-10-05,3.617
9,2012-10-12,3.601
9,2012-10-19,3.594
9,2012-10-26,3.506
9,2012-11-02,3.386
9,2012-11-09,3.314
9,2012-11-16,3.252
9,2012-11-23,3.211
9,2012-11-30,3.207
9,2012-12-07,3.198
9,2012-12-14,3.168
9,2012-12-21,3.098
9,2012-12-28,3.108
9,2013-01-04,3.161
9,2013-01-11,3.243
9,2013-01-18,3.237
9,2013-01-25,3.227
9,2013-02-01,3.244
9,2013-02-08,3.417
9,2013-02-15,3.475
9,2013-02-22,3.597
9,2013-03-01,3.711
9,2013-03-08,3.658
9,2013-03-15,3.622
9,2013-03-22,3.611
9,2013-03-29,3.606
9,2013-04-05,3.583
9,2013-04-12,3.529
9,2013-04-19,3.451
9,2013-04-26,3.417
9,2013-05-03,3.386
9,2013-05-10,3.392
9,2013-05-17,3.454
9,2013-05-24,3.494
9,2013-05-31,3.466
9,2013-06-07,3.439
9,2013-06-14,3.431
9,2013-06-21,3.479
9,2013-06-28,3.495
9,2013-07-05,3.422
9,2013-07-12,3.4
9,2013-07-19,3.556
9,2013-07-26,3.62
10,2010-02-05,2.962
10,2010-02-12,2.828
10,2010-02-19,2.915
10,2010-02-26,2.825
10,2010-03-05,2.877
10,2010-03-12,3.034
10,2010-03-19,3.054
10,2010-03-26,2.98
10,2010-04-02,3.086
10,2010-04-09,3.004
10,2010-04-16,3.109
10,2010-04-23,3.05
10,2010-04-30,3.105
10,2010-05-07,3.127
10,2010-05-14,3.145
10,2010-05-21,3.12
10,2010-05-28,3.058
10,2010-06-04,2.941
10,2010-06-11,3.057
10,2010-06-18,2.935
10,2010-06-25,3.084
10,2010-07-02,2.978
10,2010-07-09,3.1
10,2010-07-16,2.971
10,2010-07-23,3.112
10,2010-07-30,3.017
10,2010-08-06,3.123
10,2010-08-13,3.049
10,2010-08-20,3.041
10,2010-08-27,3.022
10,2010-09-03,3.087
10,2010-09-10,2.961
10,2010-09-17,3.028
10,2010-09-24,2.939
10,2010-10-01,3.001
10,2010-10-08,2.924
10,2010-10-15,3.08
10,2010-10-22,3.014
10,2010-10-29,3.13
10,2010-11-05,3.009
10,2010-11-12,3.13
10,2010-11-19,3.047
10,2010-11-26,3.162
10,2010-12-03,3.041
10,2010-12-10,3.091
10,2010-12-17,3.125
10,2010-12-24,3.236
10,2010-12-31,3.148
10,2011-01-07,3.287
10,2011-01-14,3.312
10,2011-01-21,3.336
10,2011-01-28,3.231
10,2011-02-04,3.348
10,2011-02-11,3.381
10,2011-02-18,3.43
10,2011-02-25,3.398
10,2011-03-04,3.674
10,2011-03-11,3.63
10,2011-03-18,3.892
10,2011-03-25,3.716
10,2011-04-01,3.772
10,2011-04-08,3.818
10,2011-04-15,4.089
10,2011-04-22,3.917
10,2011-04-29,4.151
10,2011-05-06,4.193
10,2011-05-13,4.202
10,2011-05-20,3.99
10,2011-05-27,3.933
10,2011-06-03,3.893
10,2011-06-10,3.981
10,2011-06-17,3.935
10,2011-06-24,3.807
10,2011-07-01,3.842
10,2011-07-08,3.793
10,2011-07-15,3.779
10,2011-07-22,3.697
10,2011-07-29,3.694
10,2011-08-05,3.803
10,2011-08-12,3.794
10,2011-08-19,3.743
10,2011-08-26,3.663
10,2011-09-02,3.798
10,2011-09-09,3.771
10,2011-09-16,3.784
10,2011-09-23,3.789
10,2011-09-30,3.877
10,2011-10-07,3.827
10,2011-10-14,3.698
10,2011-10-21,3.842
10,2011-10-28,3.843
10,2011-11-04,3.828
10,2011-11-11,3.677
10,2011-11-18,3.669
10,2011-11-25,3.76
10,2011-12-02,3.701
10,2011-12-09,3.644
10,2011-12-16,3.489
10,2011-12-23,3.541
10,2011-12-30,3.428
10,2012-01-06,3.443
10,2012-01-13,3.477
10,2012-01-20,3.66
10,2012-01-27,3.675
10,2012-02-03,3.543
10,2012-02-10,3.722
10,2012-02-17,3.781
10,2012-02-24,3.95
10,2012-03-02,3.882
10,2012-03-09,3.963
10,2012-03-16,4.273
10,2012-03-23,4.288
10,2012-03-30,4.294
10,2012-04-06,4.282
10,2012-04-13,4.254
10,2012-04-20,4.111
10,2012-04-27,4.088
10,2012-05-04,4.058
10,2012-05-11,4.186
10,2012-05-18,4.308
10,2012-05-25,4.127
10,2012-06-01,4.277
10,2012-06-08,4.103
10,2012-06-15,4.144
10,2012-06-22,4.014
10,2012-06-29,3.875
10,2012-07-06,3.666
10,2012-07-13,3.723
10,2012-07-20,3.589
10,2012-07-27,3.769
10,2012-08-03,3.595
10,2012-08-10,3.811
10,2012-08-17,4.002
10,2012-08-24,4.055
10,2012-08-31,3.886
10,2012-09-07,4.124
10,2012-09-14,3.966
10,2012-09-21,4.125
10,2012-09-28,3.966
10,2012-10-05,4.132
10,2012-10-12,4.468
10,2012-10-19,4.449
10,2012-10-26,4.301
10,2012-11-02,4.099
10,2012-11-09,3.78
10,2012-11-16,3.703
10,2012-11-23,3.759
10,2012-11-30,3.719
10,2012-12-07,3.668
10,2012-12-14,3.597
10,2012-12-21,3.393
10,2012-12-28,3.48
10,2013-01-04,3.339
10,2013-01-11,3.542
10,2013-01-18,3.545
10,2013-01-25,3.558
10,2013-02-01,3.6
10,2013-02-08,3.795
10,2013-02-15,3.612
10,2013-02-22,4.031
10,2013-03-01,3.83
10,2013-03-08,4.125
10,2013-03-15,3.885
10,2013-03-22,4.062
10,2013-03-29,4.016
10,2013-04-05,3.808
10,2013-04-12,3.797
10,2013-04-19,3.941
10,2013-04-26,3.889
10,2013-05-03,3.671
10,2013-05-10,3.689
10,2013-05-17,3.809
10,2013-05-24,3.835
10,2013-05-31,3.829
10,2013-06-07,3.789
10,2013-06-14,3.771
10,2013-06-21,3.766
10,2013-06-28,3.781
10,2013-07-05,3.753
10,2013-07-12,3.737
10,2013-07-19,3.823
10,2013-07-26,3.865
11,2010-02-05,2.572
11,2010-02-12,2.548
11,2010-02-19,2.514
11,2010-02-26,2.561
11,2010-03-05,2.625
11,2010-03-12,2.667
11,2010-03-19,2.72
11,2010-03-26,2.732
11,2010-04-02,2.719
11,2010-04-09,2.77
11,2010-04-16,2.808
11,2010-04-23,2.795
11,2010-04-30,2.78
11,2010-05-07,2.835
11,2010-05-14,2.854
11,2010-05-21,2.826
11,2010-05-28,2.759
11,2010-06-04,2.705
11,2010-06-11,2.668
11,2010-06-18,2.637
11,2010-06-25,2.653
11,2010-07-02,2.669
11,2010-07-09,2.642
11,2010-07-16,2.623
11,2010-07-23,2.608
11,2010-07-30,2.64
11,2010-08-06,2.627
11,2010-08-13,2.692
11,2010-08-20,2.664
11,2010-08-27,2.619
11,2010-09-03,2.577
11,2010-09-10,2.565
11,2010-09-17,2.582
11,2010-09-24,2.624
11,2010-10-01,2.603
11,2010-10-08,2.633
11,2010-10-15,2.72
11,2010-10-22,2.725
11,2010-10-29,2.716
11,2010-11-05,2.689
11,2010-11-12,2.728
11,2010-11-19,2.771
11,2010-11-26,2.735
11,2010-12-03,2.708
11,2010-12-10,2.843
11,2010-12-17,2.869
11,2010-12-24,2.886
11,2010-12-31,2.943
11,2011-01-07,2.976
11,2011-01-14,2.983
11,2011-01-21,3.016
11,2011-01-28,3.01
11,2011-02-04,2.989
11,2011-02-11,3.022
11,2011-02-18,3.045
11,2011-02-25,3.065
11,2011-03-04,3.288
11,2011-03-11,3.459
11,2011-03-18,3.488
11,2011-03-25,3.473
11,2011-04-01,3.524
11,2011-04-08,3.622
11,2011-04-15,3.743
11,2011-04-22,3.807
11,2011-04-29,3.81
11,2011-05-06,3.906
11,2011-05-13,3.899
11,2011-05-20,3.907
11,2011-05-27,3.786
11,2011-06-03,3.699
11,2011-06-10,3.648
11,2011-06-17,3.637
11,2011-06-24,3.594
11,2011-07-01,3.524
11,2011-07-08,3.48
11,2011-07-15,3.575
11,2011-07-22,3.651
11,2011-07-29,3.682
11,2011-08-05,3.684
11,2011-08-12,3.638
11,2011-08-19,3.554
11,2011-08-26,3.523
11,2011-09-02,3.533
11,2011-09-09,3.546
11,2011-09-16,3.526
11,2011-09-23,3.467
11,2011-09-30,3.355
11,2011-10-07,3.285
11,2011-10-14,3.274
11,2011-10-21,3.353
11,2011-10-28,3.372
11,2011-11-04,3.332
11,2011-11-11,3.297
11,2011-11-18,3.308
11,2011-11-25,3.236
11,2011-12-02,3.172
11,2011-12-09,3.158
11,2011-12-16,3.159
11,2011-12-23,3.112
11,2011-12-30,3.129
11,2012-01-06,3.157
11,2012-01-13,3.261
11,2012-01-20,3.268
11,2012-01-27,3.29
11,2012-02-03,3.36
11,2012-02-10,3.409
11,2012-02-17,3.51
11,2012-02-24,3.555
11,2012-03-02,3.63
11,2012-03-09,3.669
11,2012-03-16,3.734
11,2012-03-23,3.787
11,2012-03-30,3.845
11,2012-04-06,3.891
11,2012-04-13,3.891
11,2012-04-20,3.877
11,2012-04-27,3.814
11,2012-05-04,3.749
11,2012-05-11,3.688
11,2012-05-18,3.63
11,2012-05-25,3.561
11,2012-06-01,3.501
11,2012-06-08,3.452
11,2012-06-15,3.393
11,2012-06-22,3.346
11,2012-06-29,3.286
11,2012-07-06,3.227
11,2012-07-13,3.256
11,2012-07-20,3.311
11,2012-07-27,3.407
11,2012-08-03,3.417
11,2012-08-10,3.494
11,2012-08-17,3.571
11,2012-08-24,3.62
11,2012-08-31,3.638
11,2012-09-07,3.73
11,2012-09-14,3.717
11,2012-09-21,3.721
11,2012-09-28,3.666
11,2012-10-05,3.617
11,2012-10-12,3.601
11,2012-10-19,3.594
11,2012-10-26,3.506
11,2012-11-02,3.386
11,2012-11-09,3.314
11,2012-11-16,3.252
11,2012-11-23,3.211
11,2012-11-30,3.207
11,2012-12-07,3.198
11,2012-12-14,3.168
11,2012-12-21,3.098
11,2012-12-28,3.108
11,2013-01-04,3.161
11,2013-01-11,3.243
11,2013-01-18,3.237
11,2013-01-25,3.227
11,2013-02-01,3.244
11,2013-02-08,3.417
11,2013-02-15,3.475
11,2013-02-22,3.597
11,2013-03-01,3.711
11,2013-03-08,3.658
11,2013-03-15,3.622
11,2013-03-22,3.611
11,2013-03-29,3.606
11,2013-04-05,3.583
11,2013-04-12,3.529
11,2013-04-19,3.451
11,2013-04-26,3.417
11,2013-05-03,3.386
11,2013-05-10,3.392
11,2013-05-17,3.454
11,2013-05-24,3.494
11,2013-05-31,3.466
11,2013-06-07,3.439
11,2013-06-14,3.431
11,2013-06-21,3.479
11,2013-06-28,3.495
11,2013-07-05,3.422
11,2013-07-12,3.4
11,2013-07-19,3.556
11,2013-07-26,3.62
12,2010-02-05,2.962
12,2010-02-12,2.946
12,2010-02-19,2.915
12,2010-02-26,2.825
12,2010-03-05,2.987
12,2010-03-12,2.925
12,2010-03-19,3.054
12,2010-03-26,3.083
12,2010-04-02,3.086
12,2010-04-09,3.09
12,2010-04-16,3.109
12,2010-04-23,3.05
12,2010-04-30,3.105
12,2010-05-07,3.127
12,2010-05-14,3.145
12,2010-05-21,3.12
12,2010-05-28,3.058
12,2010-06-04,2.941
12,2010-06-11,2.949
12,2010-06-18,3.043
12,2010-06-25,3.084
12,2010-07-02,3.105
12,2010-07-09,3.1
12,2010-07-16,3.094
12,2010-07-23,3.112
12,2010-07-30,3.017
12,2010-08-06,3.123
12,2010-08-13,3.159
12,2010-08-20,3.041
12,2010-08-27,3.129
12,2010-09-03,3.087
12,2010-09-10,3.044
12,2010-09-17,3.028
12,2010-09-24,2.939
12,2010-10-01,3.001
12,2010-10-08,3.013
12,2010-10-15,2.976
12,2010-10-22,3.014
12,2010-10-29,3.016
12,2010-11-05,3.129
12,2010-11-12,3.13
12,2010-11-19,3.161
12,2010-11-26,3.162
12,2010-12-03,3.041
12,2010-12-10,3.203
12,2010-12-17,3.236
12,2010-12-24,3.236
12,2010-12-31,3.148
12,2011-01-07,3.287
12,2011-01-14,3.312
12,2011-01-21,3.223
12,2011-01-28,3.342
12,2011-02-04,3.348
12,2011-02-11,3.381
12,2011-02-18,3.43
12,2011-02-25,3.53
12,2011-03-04,3.674
12,2011-03-11,3.818
12,2011-03-18,3.692
12,2011-03-25,3.909
12,2011-04-01,3.772
12,2011-04-08,4.003
12,2011-04-15,3.868
12,2011-04-22,4.134
12,2011-04-29,4.151
12,2011-05-06,4.193
12,2011-05-13,4.202
12,2011-05-20,4.169
12,2011-05-27,4.087
12,2011-06-03,4.031
12,2011-06-10,3.981
12,2011-06-17,3.935
12,2011-06-24,3.898
12,2011-07-01,3.842
12,2011-07-08,3.705
12,2011-07-15,3.692
12,2011-07-22,3.794
12,2011-07-29,3.805
12,2011-08-05,3.803
12,2011-08-12,3.701
12,2011-08-19,3.743
12,2011-08-26,3.74
12,2011-09-02,3.798
12,2011-09-09,3.913
12,2011-09-16,3.918
12,2011-09-23,3.789
12,2011-09-30,3.877
12,2011-10-07,3.827
12,2011-10-14,3.805
12,2011-10-21,3.842
12,2011-10-28,3.727
12,2011-11-04,3.828
12,2011-11-11,3.824
12,2011-11-18,3.813
12,2011-11-25,3.622
12,2011-12-02,3.701
12,2011-12-09,3.644
12,2011-12-16,3.6
12,2011-12-23,3.541
12,2011-12-30,3.428
12,2012-01-06,3.599
12,2012-01-13,3.657
12,2012-01-20,3.66
12,2012-01-27,3.675
12,2012-02-03,3.702
12,2012-02-10,3.722
12,2012-02-17,3.781
12,2012-02-24,3.95
12,2012-03-02,4.178
12,2012-03-09,4.25
12,2012-03-16,4.273
12,2012-03-23,4.038
12,2012-03-30,4.294
12,2012-04-06,4.121
12,2012-04-13,4.254
12,2012-04-20,4.222
12,2012-04-27,4.193
12,2012-05-04,4.171
12,2012-05-11,4.186
12,2012-05-18,4.11
12,2012-05-25,4.293
12,2012-06-01,4.277
12,2012-06-08,4.103
12,2012-06-15,4.144
12,2012-06-22,4.014
12,2012-06-29,3.875
12,2012-07-06,3.765
12,2012-07-13,3.723
12,2012-07-20,3.726
12,2012-07-27,3.769
12,2012-08-03,3.76
12,2012-08-10,3.811
12,2012-08-17,4.002
12,2012-08-24,4.055
12,2012-08-31,4.093
12,2012-09-07,4.124
12,2012-09-14,4.133
12,2012-09-21,4.125
12,2012-09-28,3.966
12,2012-10-05,3.966
12,2012-10-12,4.468
12,2012-10-19,4.449
12,2012-10-26,4.301
12,2012-11-02,4.099
12,2012-11-09,3.951
12,2012-11-16,3.834
12,2012-11-23,3.759
